col_0,col_1,text_lower,text_contacts_masked,text_numbers,text_stripped,text_whitespace,text_stopwords_removed,text_clean
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.","also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.","Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.","Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.","Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent","Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.","Also north carolina texas atm, you would just go gre site pay test results sent.","also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent"
ham,Same to u...,same to u...,Same to u...,Same to u...,Same to u,Same to u...,Same u...,same to u
ham,yes baby! I need to stretch open your pussy!,yes baby! i need to stretch open your pussy!,yes baby! I need to stretch open your pussy!,yes baby! I need to stretch open your pussy!,yes baby! I need to stretch open your pussy,yes baby! I need to stretch open your pussy!,yes baby! I need stretch open your pussy!,yes baby! i need to stretch open your pussy
ham,Thanks  and ! Or bomb and date as my phone wanted to say!,thanks  and ! or bomb and date as my phone wanted to say!,Thanks  and ! Or bomb and date as my phone wanted to say!,Thanks  and ! Or bomb and date as my phone wanted to say!,Thanks  and Or bomb and date as my phone wanted to say,Thanks and ! Or bomb and date as my phone wanted to say!,Thanks ! Or bomb date my phone wanted say!,thanks and or bomb and date as my phone wanted to say
ham,Ok...,ok...,Ok...,Ok...,Ok,Ok...,Ok...,ok
ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?","hey, a guy i know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?","Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?","Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?","Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight","Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?","Hey, guy I know breathing down my neck get him some bud, anyway you'd able get half track usf tonight?","hey, a guy i know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight"
ham,"""Response"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care","""response"" is one of d powerful weapon 2 occupy a place in others 'heart'... so, always give response 2 who cares 4 u""... gud night..swt dreams..take care","""Response"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care","""Response"" is one of d powerful weapon <NUM> occupy a place in others 'HEART'... So, always give response <NUM> who cares <NUM> U""... Gud night..swt dreams..take care","Response"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care","""Response"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care","""Response"" one d powerful weapon 2 occupy place others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care","response"" is one of d powerful weapon <NUM> occupy a place in others 'heart'... so, always give response <NUM> who cares <NUM> u""... gud night..swt dreams..take care"
ham,Nokia phone is lovly..,nokia phone is lovly..,Nokia phone is lovly..,Nokia phone is lovly..,Nokia phone is lovly,Nokia phone is lovly..,Nokia phone lovly..,nokia phone is lovly
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,**free message**thanks for using the auction subscription service. 18 . 150p/msgrcvd 2 skip an auction txt out. 2 unsubscribe txt stop customercare 08718726270,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,**FREE MESSAGE**Thanks for using the Auction Subscription Service. <NUM> . 150p/MSGRCVD <NUM> Skip an Auction txt OUT. <NUM> Unsubscribe txt STOP CustomerCare <NUM>,FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,**FREE MESSAGE**Thanks using Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,free message**thanks for using the auction subscription service. <NUM> 150p/msgrcvd <NUM> skip an auction txt out. <NUM> unsubscribe txt stop customercare <NUM>
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,bored housewives! chat n date now! 0871750.77.11! bt-national rate 10p/min only from landlines!,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,Bored housewives! Chat n date now! <NUM>.<NUM>.<NUM>! BT-national rate 10p/min only from landlines!,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only landlines!,bored housewives! chat n date now! <NUM>.<NUM>.<NUM>! bt-national rate 10p/min only from landlines
ham,Sorry da..today i wont come to play..i have driving clas..,sorry da..today i wont come to play..i have driving clas..,Sorry da..today i wont come to play..i have driving clas..,Sorry da..today i wont come to play..i have driving clas..,Sorry da..today i wont come to play..i have driving clas,Sorry da..today i wont come to play..i have driving clas..,Sorry da..today i wont come play..i have driving clas..,sorry da..today i wont come to play..i have driving clas
ham,I'm really sorry I lit your hair on fire,i'm really sorry i lit your hair on fire,I'm really sorry I lit your hair on fire,I'm really sorry I lit your hair on fire,I'm really sorry I lit your hair on fire,I'm really sorry I lit your hair on fire,I'm really sorry I lit your hair fire,i'm really sorry i lit your hair on fire
ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?","oh! shit, i thought that was your trip! loooooool ... that just makes so much more sense now ... *grins* and the sofa reference was ... the ""sleep on a couch"" link you sent me ... wasn't that how you went on your trip ? oh ... and didn't your babe go with you for that celebration with your rents?","Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?","Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?","Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip Oh ... And didn't your babe go with you for that celebration with your rents","Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?","Oh! Shit, I thought your trip! Loooooool ... That just makes SO much more sense now ... *grins* sofa reference ... The ""sleep couch"" link you sent me ... Wasn't how you went your trip ? Oh ... And didn't your babe go you celebration your rents?","oh! shit, i thought that was your trip! loooooool ... that just makes so much more sense now ... *grins* and the sofa reference was ... the ""sleep on a couch"" link you sent me ... wasn't that how you went on your trip oh ... and didn't your babe go with you for that celebration with your rents"
ham,Okey dokey swashbuckling stuff what oh.,okey dokey swashbuckling stuff what oh.,Okey dokey swashbuckling stuff what oh.,Okey dokey swashbuckling stuff what oh.,Okey dokey swashbuckling stuff what oh,Okey dokey swashbuckling stuff what oh.,Okey dokey swashbuckling stuff what oh.,okey dokey swashbuckling stuff what oh
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?","watching cartoon, listening music &amp; at eve had to go temple &amp; church.. what about u?","Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?","Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?","Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u","Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?","Watching cartoon, listening music &amp; eve had go temple &amp; church.. What about u?","watching cartoon, listening music &amp; at eve had to go temple &amp; church.. what about u"
